id,preco
4451,7.752.222.170.566.865
4452,14.357.124.229.382.502
4453,10.334.683.365.465.122
4454,24.854.734.440.442.276
4455,16.620.841.979.716.962
4456,12.629.127.612.895.572
4457,10.359.250.079.465.238
4458,8.978.991.427.694.872
4459,7.733.114.633.847.321
4460,5.613.000.403.114.800
4461,10.626.640.625.352.910
4462,7.523.576.157.905.390
4463,5.304.347.437.990.046
4464,11.310.662.087.283.124
4465,10.231.082.285.469.738
4466,9.239.261.191.115.876
4467,7.946.296.794.890.668
4468,10.431.034.020.189.546
4469,14.764.166.362.402.220
4470,9.743.046.748.952.648
4471,12.871.592.218.790.044
4472,8.562.661.675.584.464
4473,9.948.173.701.210.650
4474,11.493.463.393.524.962
4475,6.883.390.075.068.076
4476,7.903.289.513.223.362
4477,9.512.371.483.760.314
4478,6.736.351.772.506.990
4479,8.931.425.537.711.578
4480,8.474.819.422.014.313
4481,8.369.316.957.904.222
4482,11.617.077.863.316.858
4483,10.055.655.938.596.946
4484,13.714.318.236.354.582
4485,6.878.785.993.542.971
4486,11.749.994.123.579.502
4487,7.781.921.174.554.197
4488,19.795.681.065.804.224
4489,8.055.874.792.220.035
4490,8.066.911.780.232.755
4491,11.539.873.802.131.780
4492,8.582.127.991.273.109
4493,9.254.028.588.851.636
4494,9.495.410.780.382.392
4495,6.924.181.560.359.332
4496,7.661.983.669.380.822
4497,13.007.735.887.112.152
4498,10.493.997.223.324.616
4499,8.074.931.729.206.977
4500,13.714.001.448.622.592
4501,9.339.155.611.067.576
4502,11.836.222.139.498.974
4503,10.568.764.292.968.548
4504,6.549.390.846.778.100
4505,12.745.311.595.038.656
4506,10.196.341.304.595.060
4507,16.776.512.256.237.504
4508,7.768.041.204.896.268
4509,8.309.305.481.634.510
4510,11.637.651.947.752.658
4511,5.642.610.453.133.576
4512,12.245.244.081.642.752
4513,12.545.696.141.965.960
4514,7.258.799.306.011.052
4515,8.852.323.638.792.362
4516,11.598.360.272.237.548
4517,12.019.619.814.725.160
4518,7.055.507.886.139.771
4519,9.174.382.220.893.394
4520,8.439.591.860.254.394
4521,8.778.178.416.043.320
4522,12.116.530.232.282.858
4523,6.555.506.593.370.234
4524,17.658.796.236.763.564
4525,10.059.635.327.027.426
4526,7.276.560.593.126.763
4527,10.828.311.208.726.196
4528,7.235.785.476.489.347
4529,6.099.975.142.342.621
4530,10.108.443.281.587.294
4531,17.702.565.315.689.200
4532,8.760.591.285.414.112
4533,9.765.674.331.189.676
4534,9.965.786.381.654.136
4535,9.265.918.172.919.668
4536,12.018.756.654.512.750
4537,11.444.116.904.530.854
4538,4.849.322.352.147.715
4539,11.214.651.067.966.686
4540,13.530.912.742.974.314
4541,8.122.333.459.564.247
4542,7.521.994.094.251.971
4543,10.533.892.369.640.312
4544,7.047.884.097.264.629
4545,8.575.879.642.841.610
4546,8.408.946.229.242.712
4547,10.364.240.324.037.044
4548,8.523.069.137.876.630
4549,7.589.584.558.466.228
4550,8.628.535.572.375.346
4551,9.023.389.785.581.312
4552,8.635.570.059.867.321
4553,7.418.112.251.230.021
4554,10.351.806.056.069.966
4555,8.095.819.916.261.869
4556,11.888.651.593.708.518
4557,10.855.093.506.731.120
4558,11.395.660.095.449.108
4559,12.854.634.768.841.838
4560,10.471.554.539.956.692
4561,8.757.522.045.254.745
4562,10.720.121.970.524.958
4563,9.353.127.662.561.850
4564,11.599.501.762.438.044
4565,3.399.101.774.640.675
4566,12.063.296.730.778.296
4567,8.560.041.948.121.852
4568,10.305.123.273.467.620
4569,9.412.555.176.215.094
4570,8.097.136.503.497.413
4571,10.303.968.975.939.916
4572,8.644.325.540.832.356
4573,6.510.088.865.439.853
4574,10.101.150.290.040.816
4575,8.719.930.146.293.068
4576,11.923.706.503.935.088
4577,8.512.283.554.686.949
4578,9.138.177.616.094.798
4579,10.115.680.664.685.986
4580,14.203.925.928.861.124
4581,8.842.929.046.120.069
4582,10.737.051.394.963.420
4583,8.494.961.570.146.920
4584,15.525.209.810.515.732
4585,17.704.101.126.514.384
4586,7.693.474.797.065.857
4587,9.798.823.370.831.684
4588,10.836.462.132.124.804
4589,10.039.627.302.789.732
4590,6.265.193.728.450.328
4591,6.196.656.547.308.935
4592,7.077.224.319.902.767
4593,4.761.955.045.504.315
4594,11.511.187.880.758.394
4595,7.740.075.991.965.107
4596,8.992.296.657.337.787
4597,10.768.630.016.184.004
4598,7.605.563.414.611.024
4599,12.128.759.451.134.638
4600,9.922.129.159.289.248
4601,9.695.313.258.622.436
4602,10.148.883.873.750.226
4603,7.643.268.906.522.730
4604,10.167.895.087.805.852
4605,9.947.318.032.856.850
4606,22.554.949.145.573.684
4607,19.431.666.411.819.592
4608,17.968.738.866.514.990
4609,14.247.841.518.187.138
4610,9.209.000.774.606.312
4611,10.158.939.182.304.192
4612,6.585.534.577.752.926
4613,8.002.795.022.461.736
4614,8.078.951.520.101.144
4615,11.799.640.219.251.568
4616,13.990.144.347.417.250
4617,8.183.250.490.974.394
4618,20.978.557.899.008.940
4619,9.613.652.419.428.310
4620,13.430.380.867.281.124
4621,11.035.546.509.766.742
4622,11.174.876.169.713.842
4623,10.642.529.957.383.770
4624,12.633.514.641.591.358
4625,7.932.513.196.647.641
4626,6.831.387.086.670.209
4627,7.668.785.634.348.811
4628,9.648.384.543.864.094
4629,9.181.638.156.344.870
4630,9.295.557.057.238.494
4631,12.047.852.737.244.836
4632,7.075.445.277.667.617
4633,4.490.758.863.952.207
4634,10.655.341.977.601.438
4635,7.201.602.443.253.685
4636,10.212.463.206.084.782
4637,12.599.512.338.330.408
4638,13.373.742.853.477.186
4639,10.095.773.109.293.998
4640,9.345.863.214.930.486
4641,12.482.733.183.120.356
4642,10.363.895.720.710.030
4643,8.013.554.613.397.894
4644,10.042.041.045.985.566
4645,11.787.624.342.805.962
4646,13.246.182.580.936.942
4647,15.350.298.726.088.638
4648,21.534.644.598.969.128
4649,7.041.159.677.184.927
4650,8.561.417.862.692.933
4651,9.528.421.673.068.840
4652,10.243.821.369.857.716
4653,12.678.869.019.446.584
4654,8.497.427.298.218.535
4655,7.113.726.171.378.167
4656,7.353.223.892.679.642
4657,7.868.951.546.081.439
4658,12.337.490.351.134.182
4659,8.348.629.808.323.669
4660,10.357.670.010.848.694
4661,13.868.999.452.610.540
4662,8.412.996.247.744.737
4663,10.838.757.166.672.730
4664,6.933.681.271.399.855
4665,10.252.642.765.051.712
4666,13.377.098.768.095.068
4667,6.814.316.523.755.395
4668,4.885.199.991.107.952
4669,16.631.382.911.133.852
4670,10.074.295.350.414.844
4671,11.090.224.318.447.392
4672,10.695.920.685.637.510
4673,9.460.556.448.672.082
4674,9.788.827.353.997.320
4675,13.190.349.006.701.120
4676,10.638.345.937.471.262
4677,9.931.838.964.716.162
4678,11.851.313.038.090.606
4679,14.543.739.089.460.736
4680,8.952.312.475.406.411
4681,8.301.493.513.172.934
4682,8.673.872.966.596.994
4683,13.447.956.413.231.726
4684,11.595.065.754.165.002
4685,11.260.033.008.354.216
4686,7.873.447.377.680.474
4687,6.223.339.854.123.963
4688,6.995.818.513.919.527
4689,9.582.680.958.371.874
4690,9.414.261.495.510.384
4691,6.827.432.837.365.949
4692,10.911.219.606.752.516
4693,9.880.893.906.751.876
4694,10.034.255.304.342.606
4695,9.458.670.245.094.602
4696,9.798.774.769.260.418
4697,9.055.214.847.879.460
4698,10.660.611.308.420.022
4699,14.789.086.721.625.010
4700,9.709.304.666.634.916
4701,8.732.517.690.296.329
4702,9.941.296.071.342.034
4703,13.191.316.663.906.192
4704,11.124.004.907.860.834
4705,7.425.650.074.349.316
4706,8.053.251.705.453.515
4707,14.563.626.205.569.980
4708,9.208.352.057.607.972
4709,10.481.205.896.093.744
4710,9.631.237.377.619.492
4711,9.644.060.030.635.530
4712,10.220.453.801.207.318
4713,12.667.514.859.044.954
4714,5.764.345.627.258.508
4715,8.094.669.301.824.152
4716,9.220.085.508.420.452
4717,6.553.870.165.582.691
4718,10.642.537.940.574.670
4719,12.497.759.919.434.852
4720,8.689.542.651.783.983
4721,12.966.687.811.132.400
4722,7.963.398.422.832.638
4723,9.498.717.517.486.638
4724,10.574.679.278.920.196
4725,15.146.057.628.693.674
4726,10.746.369.463.814.054
4727,8.316.324.276.454.795
4728,8.298.298.001.740.372
4729,7.368.091.634.340.037
4730,6.254.938.793.565.359
4731,11.269.539.969.770.532
4732,5.228.025.817.756.506
4733,8.695.956.142.530.702
4734,14.096.446.742.442.288
4735,12.550.590.496.463.272
4736,11.762.365.589.760.140
4737,7.148.009.667.485.567
4738,11.943.337.692.497.642
4739,10.110.597.285.182.632
4740,10.990.765.382.379.322
4741,10.544.590.572.319.964
4742,11.034.058.929.066.488
4743,3.863.990.328.648.363
4744,10.469.306.640.170.654
4745,8.534.453.014.015.193
4746,13.782.366.966.804.516
4747,8.568.685.466.108.716
4748,6.839.669.158.040.795
4749,8.813.695.931.234.068
4750,11.439.712.750.109.934
4751,13.339.176.301.846.646
4752,6.863.046.421.237.930
4753,9.486.536.535.438.202
4754,7.588.640.472.004.562
4755,8.908.014.908.577.323
4756,9.415.298.281.081.200
4757,11.362.622.001.638.390
4758,20.130.371.769.288.976
4759,8.813.612.704.851.329
4760,8.624.860.379.952.805
4761,12.385.049.563.247.962
4762,12.286.082.800.957.740
4763,7.542.506.921.238.817
4764,14.148.561.135.689.560
4765,11.422.865.390.551.774
4766,3.635.931.578.003.531
4767,16.150.836.156.760.584
4768,7.620.974.669.414.587
4769,8.885.621.388.436.558
4770,9.828.661.898.652.530
4771,12.411.461.556.050.094
4772,17.263.305.185.397.770
4773,10.039.101.940.495.284
4774,9.681.200.455.144.436
4775,9.487.986.887.206.280
4776,9.757.306.412.431.712
4777,5.410.296.011.959.804
4778,7.560.053.091.949.069
4779,14.535.362.675.808.862
4780,5.228.662.927.955.781
4781,9.702.839.757.986.572
4782,10.697.368.538.696.470
4783,8.514.041.317.099.591
4784,11.681.604.765.654.238
4785,9.492.092.229.464.434
4786,10.461.251.795.789.878
4787,4.750.827.180.305.932
4788,13.812.143.384.742.210
4789,16.532.104.298.271.470
4790,8.034.355.834.293.091
4791,16.330.750.179.191.566
4792,13.772.536.375.853.884
4793,8.740.867.522.073.387
4794,11.745.924.158.802.660
4795,11.382.178.692.577.732
4796,8.782.887.935.473.830
4797,14.876.967.940.227.410
4798,11.951.275.948.488.446
4799,7.842.897.521.435.219
4800,10.644.376.095.001.640
4801,11.565.320.093.264.612
4802,12.305.376.270.513.866
4803,10.488.384.271.355.764
4804,15.327.621.491.747.730
4805,12.223.775.083.061.356
4806,8.705.081.655.469.332
4807,10.487.446.306.301.976
4808,11.670.057.438.090.662
4809,7.698.063.082.268.862
4810,9.488.361.997.741.306
4811,14.381.435.438.462.952
4812,10.337.852.342.397.344
4813,8.347.931.139.930.445
4814,14.042.091.494.329.924
4815,6.387.594.658.916.737
4816,8.342.877.033.997.187
4817,10.733.184.969.542.278
4818,9.673.020.610.255.822
4819,7.897.035.165.516.138
4820,7.648.941.787.590.906
4821,8.695.767.646.932.159
4822,7.662.201.664.487.147
4823,9.769.096.392.165.024
4824,3.860.329.869.859.370
4825,8.747.875.249.470.332
4826,14.316.423.725.584.812
4827,6.958.341.572.487.848
4828,7.856.338.888.419.169
4829,11.872.754.698.489.256
4830,8.198.579.682.300.404
4831,7.204.888.206.625.381
4832,21.011.242.092.550.068
4833,7.704.266.293.246.573
4834,21.827.677.478.408.540
4835,8.764.596.990.022.780
4836,6.348.113.189.583.293
4837,23.130.982.212.017.252
4838,12.677.144.422.390.942
4839,5.143.575.118.198.895
4840,9.924.051.118.735.172
4841,13.968.550.654.378.736
4842,11.659.438.239.405.300
4843,9.011.483.076.026.896
4844,9.762.812.672.370.100
4845,11.177.754.799.967.506
4846,8.502.379.670.199.603
4847,7.426.469.661.346.861
4848,8.080.418.030.487.773
4849,6.590.162.757.527.657
4850,9.828.405.057.872.868
4851,16.077.653.478.193.378
4852,10.029.607.677.979.796
4853,15.134.958.675.863.144
4854,7.519.854.654.695.377
4855,14.666.746.989.028.166
4856,13.376.261.715.982.776
4857,5.807.666.958.254.366
4858,10.911.761.426.442.664
4859,8.341.319.517.578.481
4860,7.008.053.720.565.517
4861,11.169.809.059.678.492
4862,10.973.391.736.818.558
4863,10.835.267.955.770.612
4864,7.572.715.261.349.145
4865,9.408.871.478.343.212
4866,14.385.883.240.362.428
4867,13.184.636.508.083.846
4868,7.028.918.118.463.659
4869,10.024.380.140.455.052
4870,7.594.347.951.945.187
4871,10.091.507.301.770.866
4872,8.030.535.347.910.565
4873,9.980.504.078.478.754
4874,10.505.678.047.191.328
4875,6.879.243.002.187.815
4876,8.232.573.558.256.917
4877,6.820.123.960.335.346
4878,4.325.102.917.089.100
4879,7.858.810.620.404.810
4880,7.147.289.595.082.277
4881,10.669.503.587.632.800
4882,7.493.618.521.284.758
4883,9.393.543.135.915.340
4884,7.992.296.314.026.205
4885,9.092.339.505.927.700
4886,8.388.614.895.765.284
4887,8.473.765.713.864.681
4888,7.147.711.126.167.099
4889,12.595.944.942.909.546
4890,21.633.070.458.523.576
4891,6.617.514.586.405.008
4892,19.666.559.154.634.796
4893,14.639.801.877.560.156
4894,8.819.397.391.594.315
4895,10.433.318.698.244.184
4896,8.470.922.265.239.002
4897,12.301.441.806.471.094
4898,15.932.122.844.150.798
4899,8.198.875.887.777.323
4900,7.203.813.453.402.845
4901,7.423.846.869.269.862
4902,9.292.753.176.792.890
4903,10.206.812.377.229.352
4904,9.047.143.050.778.322
4905,13.999.266.354.879.388
4906,11.197.047.802.873.434
4907,13.684.687.808.808.356
4908,12.152.882.331.723.916
4909,10.620.350.648.398.898
4910,9.275.733.230.980.626
4911,7.810.179.288.116.176
4912,10.273.973.206.735.992
4913,15.691.361.506.872.344
4914,8.898.088.874.936.562
4915,4.131.562.199.064.194
4916,11.970.234.308.630.122
4917,10.282.804.696.049.140
4918,11.057.778.602.327.254
4919,8.617.008.105.059.104
4920,12.248.979.479.805.056
4921,9.492.890.043.644.730
4922,10.332.601.925.634.972
4923,17.887.206.901.405.464
4924,7.816.363.986.655.843
4925,8.410.239.162.599.255
4926,11.067.983.098.407.884
4927,11.178.451.626.861.206
4928,11.128.043.995.632.956
4929,7.803.512.961.388.832
4930,8.951.643.790.511.817
4931,10.935.813.744.547.838
4932,9.622.245.164.198.254
4933,2.939.078.246.897.492
4934,13.327.577.581.046.246
4935,14.519.581.800.784.464
4936,9.558.331.125.230.076
4937,11.643.599.586.754.466
4938,14.682.689.583.727.004
4939,8.969.907.581.861.307
4940,10.142.316.649.999.276
4941,12.408.780.820.942.852
4942,12.292.781.691.344.234
4943,11.906.897.257.776.632
4944,10.525.538.942.503.432
4945,7.376.425.393.620.541
4946,8.099.778.680.042.732
4947,8.290.894.252.556.243
4948,11.348.426.525.259.738
4949,12.158.168.812.420.500
4950,10.139.587.892.529.036
4951,9.482.304.808.869.780
4952,3.892.976.833.593.797
4953,4.555.853.500.583.400
4954,7.977.267.751.682.722
4955,9.251.775.800.541.294
4956,8.745.986.474.308.857
4957,11.039.485.689.229.396
4958,15.150.494.718.590.408
4959,14.885.327.718.410.456
4960,8.467.886.488.244.286
4961,8.095.078.592.132.988
4962,8.489.349.080.184.229
4963,15.326.235.177.048.738
4964,12.082.244.590.770.540
4965,12.002.985.530.714.850
4966,12.886.243.862.076.566
4967,15.692.283.532.335.878
4968,10.530.485.846.950.648
4969,11.500.437.020.446.374
4970,7.809.862.194.840.869
4971,8.813.545.355.062.511
4972,7.862.361.038.564.230
4973,8.065.670.930.838.726
4974,4.902.563.985.094.179
4975,17.280.634.550.371.066
4976,10.765.852.596.834.070
4977,10.216.075.348.100.880
4978,9.611.678.265.450.130
4979,11.369.451.146.300.516
4980,13.991.190.598.097.594
4981,13.786.160.474.581.728
4982,9.228.386.348.939.848
4983,9.728.531.413.999.368
4984,7.577.154.015.252.907
4985,9.566.549.901.747.848
4986,10.091.880.327.077.966
4987,8.669.658.772.030.217
4988,9.151.297.080.222.638
4989,10.613.684.753.290.144
4990,9.547.270.084.017.626
4991,9.941.735.867.189.420
4992,8.453.109.578.646.063
4993,13.496.384.896.175.408
4994,9.399.640.047.289.028
4995,8.250.669.648.143.285
4996,5.660.472.003.821.319
4997,12.685.143.058.163.600
4998,7.306.340.410.440.805
4999,9.703.093.148.222.960
5000,9.690.593.031.823.874
5001,11.371.757.481.381.108
5002,6.078.055.627.913.876
5003,7.772.288.450.657.896
5004,7.741.395.653.720.291
5005,7.985.496.083.589.262
5006,10.061.747.560.297.498
5007,10.820.021.507.258.652
5008,9.918.450.914.939.724
5009,7.430.691.777.768.526
5010,10.328.664.338.565.468
5011,12.553.765.398.750.788
5012,11.766.975.006.078.818
5013,10.529.693.616.739.232
5014,8.342.387.656.374.374
5015,23.461.208.885.393.300
5016,7.013.587.234.571.713
5017,9.345.265.824.822.464
5018,8.679.538.963.257.696
5019,7.832.637.616.221.530
5020,16.767.191.402.973.112
5021,28.333.762.005.248.900
5022,6.547.660.076.862.953
5023,9.076.213.170.005.800
5024,8.402.324.792.938.801
5025,7.059.467.538.582.926
5026,7.918.999.858.272.246
5027,14.913.126.872.706.296
5028,8.318.652.482.767.119
5029,8.671.794.086.192.372
5030,8.665.883.732.220.483
5031,7.623.513.480.736.503
5032,8.657.681.339.541.534
5033,11.218.945.114.009.924
5034,8.213.644.613.757.778
5035,16.354.780.069.871.316
5036,7.207.772.723.391.519
5037,5.189.811.818.474.566
5038,11.614.163.931.541.958
5039,7.961.672.178.225.315
5040,9.479.270.663.410.046
5041,12.918.009.051.867.162
5042,10.326.108.656.019.792
5043,6.900.153.174.431.400
5044,7.487.785.830.995.152
5045,18.207.403.405.308.144
5046,11.044.777.660.163.012
5047,15.187.129.991.597.270
5048,14.805.298.460.379.294
5049,8.993.835.579.317.204
5050,7.224.803.664.647.087
5051,17.103.219.291.552.782
5052,15.401.563.818.616.278
5053,13.346.084.657.107.770
5054,17.984.115.273.161.076
5055,8.301.597.957.995.152
5056,8.143.094.698.743.188
5057,11.250.793.257.799.002
5058,8.914.025.654.808.554
5059,9.998.297.411.705.842
5060,7.334.846.266.991.101
5061,6.263.171.841.585.705
5062,11.624.812.042.994.968
5063,9.789.576.139.650.230
5064,11.850.973.495.846.934
5065,13.156.930.310.712.822
5066,9.666.756.209.763.450
5067,12.860.988.819.979.862
5068,11.201.452.696.425.294
5069,11.122.165.499.346.836
5070,14.955.870.828.463.984
5071,7.204.577.848.632.080
5072,22.992.312.224.406.612
5073,8.027.772.431.388.282
5074,11.269.585.702.043.030
5075,9.476.900.268.738.138
5076,9.512.182.417.471.256
5077,18.137.703.682.966.236
5078,5.894.820.783.388.686
5079,6.919.373.582.956.500
5080,6.358.600.128.661.536
5081,6.366.311.579.767.780
5082,16.761.228.378.871.352
5083,8.804.374.537.231.232
5084,9.347.250.745.722.586
5085,9.267.602.644.545.628
5086,8.828.086.644.266.567
5087,6.925.344.974.154.468
5088,12.813.573.933.765.436
5089,20.847.367.042.098.804
5090,9.226.220.660.643.916
5091,7.039.638.066.803.263
5092,12.296.983.500.442.196
5093,11.915.250.379.833.982
5094,8.258.103.868.043.670
5095,6.087.643.373.457.247
5096,9.511.454.848.864.860
5097,12.341.853.704.301.440
5098,9.328.870.216.229.190
5099,12.481.413.007.714.782
5100,14.178.577.547.805.592
5101,10.732.911.473.188.848
5102,7.872.446.929.805.876
5103,10.855.280.766.085.612
5104,12.606.151.616.061.530
5105,7.014.014.582.686.705
5106,15.690.217.987.507.054
5107,11.064.301.804.084.548
5108,9.020.287.383.810.334
5109,8.736.078.086.158.187
5110,13.636.049.889.688.838
5111,11.046.524.978.477.146
5112,15.775.028.008.081.238
5113,8.791.288.768.586.447
5114,9.094.954.911.739.592
5115,11.489.465.957.239.116
5116,9.142.223.327.265.018
5117,9.614.790.021.490.526
5118,10.681.052.369.025.784
5119,9.819.559.077.540.730
5120,11.823.790.316.976.142
5121,8.000.221.955.479.521
5122,12.907.420.270.350.208
5123,10.350.233.591.089.302
5124,6.495.063.596.593.151
5125,9.935.646.085.523.294
5126,8.000.190.094.550.964
5127,10.063.293.665.011.058
5128,12.457.963.620.763.034
5129,7.562.240.227.565.591
5130,14.966.943.746.669.004
5131,8.310.473.148.053.471
5132,5.762.103.399.136.850
5133,9.327.774.242.507.990
5134,17.113.241.871.551.676
5135,7.710.794.722.952.512
5136,11.743.324.012.835.964
5137,6.591.823.834.640.377
5138,12.413.623.874.109.930
5139,16.031.571.497.155.302
5140,9.963.024.619.217.794
5141,9.413.624.823.841.016
5142,7.160.120.854.217.197
5143,8.218.259.358.784.851
5144,13.458.304.721.765.128
5145,13.053.337.635.733.512
5146,8.476.035.404.354.246
5147,9.026.062.719.428.668
5148,6.971.657.093.024.516
5149,11.338.830.395.485.454
5150,10.094.438.034.048.458
5151,11.244.613.480.374.452
5152,8.230.581.813.633.894
5153,11.106.838.454.635.236
5154,6.107.629.323.597.339
5155,9.722.028.933.184.284
5156,10.037.754.740.997.276
5157,8.445.291.340.695.579
5158,10.575.416.376.175.514
5159,9.080.615.038.704.260
5160,13.041.278.298.662.374
5161,8.014.458.355.227.719
5162,7.707.203.856.937.361
5163,16.090.927.324.684.400
5164,6.278.274.232.044.343
5165,10.851.407.902.583.274
5166,8.465.844.869.017.779
5167,6.656.090.573.331.127
5168,11.404.761.634.098.054
5169,7.821.127.569.140.943
5170,13.104.644.464.390.394
5171,10.763.850.127.580.238
5172,12.342.769.776.907.500
5173,9.659.074.058.285.800
5174,6.854.962.885.031.151
5175,14.977.397.449.383.628
5176,10.058.742.991.877.000
5177,8.839.974.020.781.685
5178,10.597.988.108.504.818
5179,11.551.038.052.515.880
5180,8.682.403.103.686.519
5181,8.326.493.361.068.346
5182,8.835.186.205.794.358
5183,9.285.110.159.696.608
5184,10.443.948.302.533.036
5185,9.181.794.859.232.686
5186,29.341.586.654.691.652
5187,11.120.742.699.554.208
5188,8.579.128.260.966.099
5189,8.959.869.562.299.830
5190,8.519.587.651.311.396
5191,13.703.832.074.079.792
5192,12.585.986.075.402.092
5193,12.733.350.300.112.114
5194,9.166.235.465.209.472
5195,11.001.628.371.446.044
5196,8.645.313.264.184.151
5197,10.595.844.522.910.930
5198,6.716.821.434.756.461
5199,8.741.599.918.706.239
5200,8.046.605.827.688.742
5201,5.657.293.083.289.564
5202,11.176.108.469.645.680
5203,10.268.900.921.680.260
5204,7.724.583.608.539.942
5205,6.453.096.390.190.857
5206,10.451.942.235.487.554
5207,9.596.994.067.298.894
5208,9.771.813.647.394.684
5209,12.146.808.514.624.916
5210,8.827.145.573.890.432
5211,10.451.143.987.043.362
5212,7.244.882.220.813.269
5213,17.126.597.271.373.468
5214,9.406.808.268.488.184
5215,10.862.480.534.843.164
5216,8.958.806.042.303.797
5217,8.533.803.787.661.440
5218,12.115.406.491.837.932
5219,3.621.839.135.445.110
5220,7.179.568.589.352.705
5221,9.632.065.224.224.444
5222,7.901.745.527.464.669
5223,12.294.291.180.396.476
5224,13.760.394.050.917.814
5225,10.403.422.001.658.178
5226,12.294.188.676.723.598
5227,8.270.124.213.192.097
5228,10.846.671.741.536.896
5229,10.007.534.861.227.842
5230,14.331.726.239.307.340
5231,9.490.433.532.577.560
5232,12.732.514.652.176.454
5233,6.785.998.856.516.272
5234,10.829.952.242.317.214
5235,9.774.884.054.518.810
5236,17.520.005.161.755.586
5237,18.062.239.200.568.404
5238,13.630.134.115.945.030
5239,13.442.157.573.187.690
5240,8.445.344.360.197.907
5241,8.535.605.106.497.626
5242,6.315.850.611.134.871
5243,8.135.737.043.531.159
5244,22.575.292.844.681.976
5245,6.928.421.975.848.523
5246,10.908.071.767.190.492
5247,9.420.779.108.601.024
5248,8.234.336.746.929.670
5249,9.478.835.937.076.776
5250,9.228.401.555.237.362
5251,3.112.796.379.479.195
5252,8.793.206.132.967.904
5253,12.232.634.505.930.368
5254,10.526.046.658.947.338
5255,10.202.184.253.661.658
5256,9.561.773.901.911.774
5257,7.932.707.075.702.476
5258,9.988.975.003.523.304
5259,9.540.587.157.757.724
5260,7.571.725.124.546.576
5261,12.715.108.765.774.032
5262,10.011.474.316.550.540
5263,10.747.916.504.133.694
5264,8.507.830.560.239.994
5265,9.229.050.834.780.428
5266,9.850.855.178.179.780
5267,9.865.452.869.429.202
5268,9.764.064.873.976.192
5269,17.474.411.081.249.200
5270,7.842.569.534.740.976
5271,10.198.117.760.267.478
5272,9.323.579.830.706.624
5273,9.255.708.020.989.680
5274,9.680.100.918.355.954
5275,9.981.426.195.520.840
5276,12.309.673.236.384.568
5277,12.477.278.268.861.134
5278,10.462.222.145.728.440
5279,12.784.148.040.242.812
5280,11.038.792.584.739.666
5281,14.348.970.041.449.044
5282,11.437.248.845.809.484
5283,11.496.165.320.324.864
5284,9.606.437.995.819.934
5285,5.098.043.519.186.336
5286,6.412.989.645.735.148
5287,15.610.088.104.744.466
5288,5.024.553.004.205.500
5289,7.921.458.103.560.317
5290,12.682.954.260.531.508
5291,8.591.565.866.040.655
5292,21.665.027.229.027.728
5293,8.338.902.155.832.784
5294,12.368.368.084.568.180
5295,7.434.330.132.943.656
5296,21.918.224.568.092.356
5297,6.030.531.045.291.615
5298,9.051.164.044.660.244
5299,5.717.274.655.977.566
5300,7.624.030.071.668.988
5301,12.946.753.867.329.268
5302,8.059.279.472.437.822
5303,12.574.625.521.712.342
5304,10.519.835.035.150.532
5305,12.843.886.728.340.214
5306,11.234.772.106.654.206
5307,12.962.291.473.737.592
5308,7.590.069.974.261.526
5309,10.437.257.294.569.738
5310,11.079.607.886.477.286
5311,6.422.152.053.002.270
5312,13.977.586.450.312.198
5313,6.708.304.637.906.216
5314,10.923.020.618.534.650
5315,3.323.721.813.633.409
5316,6.337.396.407.846.062
5317,10.258.847.041.668.072
5318,7.908.595.686.733.654
5319,8.293.449.790.804.981
5320,12.847.560.622.029.884
5321,10.256.395.249.960.714
5322,10.939.808.115.705.906
5323,12.368.450.625.720.726
5324,9.650.231.250.862.378
5325,8.928.093.905.988.624
5326,10.301.862.590.033.108
5327,11.437.752.317.935.862
5328,9.201.866.343.139.990
5329,9.485.185.178.185.814
5330,12.237.130.303.522.082
5331,8.347.756.912.624.133
5332,7.549.250.934.653.475
5333,10.420.272.998.097.862
5334,6.910.548.106.157.162
5335,9.930.554.508.274.226
5336,9.086.035.079.004.998
5337,8.228.804.051.676.410
5338,7.874.352.319.223.765
5339,8.624.806.309.666.377
5340,9.349.388.025.756.172
5341,6.813.183.656.472.222
5342,13.983.800.832.437.072
5343,11.191.670.780.405.728
5344,10.563.170.070.885.532
5345,11.166.950.241.128.848
5346,9.771.452.691.248.458
5347,12.744.314.082.797.690
5348,10.042.982.093.902.166
5349,12.902.571.746.509.964
5350,14.435.188.851.503.808
5351,8.757.396.987.570.040
5352,9.839.650.769.853.054
5353,8.488.308.156.176.121
5354,9.872.808.354.952.670
5355,7.354.073.125.575.073
5356,3.356.876.129.665.600
5357,7.462.413.671.167.337
5358,10.190.568.282.040.934
5359,7.881.167.540.176.974
5360,10.942.187.564.102.102
5361,13.046.937.859.845.596
5362,7.152.971.288.668.150
5363,9.925.265.204.587.444
5364,8.563.143.016.052.315
5365,5.507.144.985.048.100
5366,8.424.712.912.238.018
5367,6.806.197.136.739.791
5368,6.924.729.452.887.219
5369,9.544.083.603.833.538
5370,13.534.411.569.826.214
5371,7.706.821.088.769.137
5372,8.881.599.203.829.572
5373,8.084.603.511.487.452
5374,10.575.628.946.317.868
5375,8.685.636.164.525.092
5376,8.791.873.698.451.195
5377,6.598.248.810.157.633
5378,9.044.382.398.820.046
5379,4.179.172.460.182.458
5380,18.091.882.481.265.820
5381,14.327.572.273.620.384
5382,11.962.222.714.534.658
5383,11.242.572.725.394.900
